name,oppName,runs,balls,four,six,sr,venue,date
Matt Henry ,West Indies,0,0,0,0,-,Manchester,Jun 22 2019
Matt Henry ,England,4,2,1,0,200.00,Lord's,Jul 14 2019
Matt Henry ,England,7,13,0,0,53.84,Chester-le-Street,Jul 3 2019
Matt Henry ,Bangladesh,6,8,1,0,75.00,The Oval,Jun 5 2019
Matt Henry ,India,1,2,0,0,50.00,Manchester,Jul 9 - 10 2019
