name,oppName,runs,balls,four,six,sr,venue,date
Colin Munro ,West Indies,0,1,0,0,0.00,Manchester,Jun 22 2019
Colin Munro ,South Africa,9,5,2,0,180.00,Birmingham,Jun 19 2019
Colin Munro ,Afghanistan,22,24,4,0,91.66,Taunton,Jun 8 2019
Colin Munro ,Sri Lanka,58,47,6,1,123.40,Cardiff,Jun 1 2019
Colin Munro ,Pakistan,12,17,2,0,70.58,Birmingham,Jun 26 2019
Colin Munro ,Bangladesh,24,34,3,1,70.58,The Oval,Jun 5 2019
