name,oppName,runs,balls,four,six,sr,venue,date
Lockie Ferguson ,Bangladesh,4,3,1,0,133.33,The Oval,Jun 5 2019
name,oppName,runs,balls,four,six,sr,venue,date
Lockie Ferguson ,Australia,0,3,0,0,0.00,Lord's,Jun 29 2019
