name,oppName,runs,balls,four,six,sr,venue,date
Trent Boult ,England,1,2,0,0,50.00,Lord's,Jul 14 2019
Trent Boult ,England,4,7,1,0,57.14,Chester-le-Street,Jul 3 2019
Trent Boult ,Australia,2,7,0,0,28.57,Lord's,Jun 29 2019
Trent Boult ,India,3,3,0,0,100.00,Manchester,Jul 9 - 10 2019
