name,oppName,runs,balls,four,six,sr,venue,date
Asghar Afghan ,South Africa,0,5,0,0,0.00,Cardiff,Jun 15 2019
Asghar Afghan ,Pakistan,42,35,3,2,120.00,Leeds,Jun 29 2019
Asghar Afghan ,Bangladesh,20,38,1,0,52.63,Southampton,Jun 24 2019
Asghar Afghan ,England,44,48,3,2,91.66,Manchester,Jun 18 2019
Asghar Afghan ,India,8,19,0,0,42.10,Southampton,Jun 22 2019
Asghar Afghan ,West Indies,40,32,4,1,125.00,Leeds,Jul 4 2019
