name,oppName,runs,balls,four,six,sr,venue,date
Mujeeb Ur Rahman ,Pakistan,7,9,1,0,77.77,Leeds,Jun 29 2019
name,oppName,runs,balls,four,six,sr,venue,date
Mujeeb Ur Rahman ,Bangladesh,0,4,0,0,0.00,Southampton,Jun 24 2019
Mujeeb Ur Rahman ,Australia,13,9,1,1,144.44,Bristol,Jun 1 2019
Mujeeb Ur Rahman ,India,0,1,0,0,0.00,Southampton,Jun 22 2019
Mujeeb Ur Rahman ,West Indies,7,5,1,0,140.00,Leeds,Jul 4 2019
Mujeeb Ur Rahman ,Sri Lanka,1,1,0,0,100.00,Cardiff,Jun 4 2019
