name,oppName,runs,balls,four,six,sr,venue,date
Samiullah Shinwari ,Pakistan,19,32,1,0,59.37,Leeds,Jun 29 2019
name,oppName,runs,balls,four,six,sr,venue,date
Samiullah Shinwari ,Bangladesh,49,51,3,1,96.07,Southampton,Jun 24 2019
Samiullah Shinwari ,West Indies,6,9,0,0,66.66,Leeds,Jul 4 2019
