name,oppName,runs,balls,four,six,sr,venue,date
Noor Ali Zadran ,South Africa,32,58,4,0,55.17,Cardiff,Jun 15 2019
Noor Ali Zadran ,New Zealand,31,38,5,0,81.57,Taunton,Jun 8 2019
Noor Ali Zadran ,England,0,7,0,0,0.00,Manchester,Jun 18 2019
