name,oppName,runs,balls,four,six,sr,venue,date
Mehidy Hasan Miraz ,Pakistan,7,6,1,0,116.66,Lord's,Jul 5 2019
name,oppName,runs,balls,four,six,sr,venue,date
Mehidy Hasan Miraz ,Australia,6,7,0,0,85.71,Nottingham,Jun 20 2019
Mehidy Hasan Miraz ,England,12,8,2,0,150.00,Cardiff,Jun 8 2019
Mehidy Hasan Miraz ,New Zealand,7,9,0,0,77.77,The Oval,Jun 5 2019
Mehidy Hasan Miraz ,South Africa,5,3,1,0,166.66,The Oval,Jun 2 2019
