name,oppName,runs,balls,four,six,sr,venue,date
Mashrafe Mortaza (c),Pakistan,15,14,0,2,107.14,Lord's,Jul 5 2019
name,oppName,runs,balls,four,six,sr,venue,date
Mashrafe Mortaza (c),Australia,6,5,1,0,120.00,Nottingham,Jun 20 2019
Mashrafe Mortaza (c),India,8,5,0,1,160.00,Birmingham,Jul 2 2019
Mashrafe Mortaza (c),England,4,9,0,0,44.44,Cardiff,Jun 8 2019
Mashrafe Mortaza (c),New Zealand,1,2,0,0,50.00,The Oval,Jun 5 2019
