name,oppName,runs,balls,four,six,sr,venue,date
Mustafizur Rahman ,Pakistan,1,3,0,0,33.33,Lord's,Jul 5 2019
Mustafizur Rahman ,India,0,1,0,0,0.00,Birmingham,Jul 2 2019
Mustafizur Rahman ,England,0,3,0,0,0.00,Cardiff,Jun 8 2019
Mustafizur Rahman ,New Zealand,0,0,0,0,-,The Oval,Jun 5 2019
