name,oppName,runs,balls,four,six,sr,venue,date
Mahmudullah ,Afghanistan,27,38,2,0,71.05,Southampton,Jun 24 2019
Mahmudullah ,Pakistan,29,41,3,0,70.73,Lord's,Jul 5 2019
Mahmudullah ,Australia,69,50,5,3,138.00,Nottingham,Jun 20 2019
Mahmudullah ,England,28,41,1,1,68.29,Cardiff,Jun 8 2019
Mahmudullah ,New Zealand,20,41,0,0,48.78,The Oval,Jun 5 2019
Mahmudullah ,South Africa,46,33,3,1,139.39,The Oval,Jun 2 2019
