name,oppName,runs,balls,four,six,sr,venue,date
Wahab Riaz ,Afghanistan,15,9,1,1,166.66,Leeds,Jun 29 2019
Wahab Riaz ,Bangladesh,2,4,0,0,50.00,Lord's,Jul 5 2019
Wahab Riaz ,England,4,2,1,0,200.00,Nottingham,Jun 3 2019
Wahab Riaz ,South Africa,4,4,0,0,100.00,Lord's,Jun 23 2019
Wahab Riaz ,West Indies,18,11,1,2,163.63,Nottingham,May 31 2019
Wahab Riaz ,Australia,45,39,2,3,115.38,Taunton,Jun 12 2019
