name,oppName,runs,balls,four,six,sr,venue,date
Mohammad Amir ,Bangladesh,8,6,1,0,133.33,Lord's,Jul 5 2019
Mohammad Amir ,West Indies,3,6,0,0,50.00,Nottingham,May 31 2019
Mohammad Amir ,Australia,0,2,0,0,0.00,Taunton,Jun 12 2019
