name,oppName,runs,balls,four,six,sr,venue,date
Shoaib Malik ,India,0,1,0,0,0.00,Manchester,Jun 16 2019
name,oppName,runs,balls,four,six,sr,venue,date
Shoaib Malik ,England,8,8,0,0,100.00,Nottingham,Jun 3 2019
Shoaib Malik ,Australia,0,2,0,0,0.00,Taunton,Jun 12 2019
