name,oppName,runs,balls,four,six,sr,venue,date
Shaheen Shah Afridi ,Bangladesh,0,0,0,0,-,Lord's,Jul 5 2019
Shaheen Shah Afridi ,Australia,1,6,0,0,16.66,Taunton,Jun 12 2019
