name,oppName,runs,balls,four,six,sr,venue,date
Adil Rashid ,New Zealand,0,0,0,0,-,Lord's,Jul 14 2019
name,oppName,runs,balls,four,six,sr,venue,date
Adil Rashid ,Australia,25,20,3,1,125.00,Lord's,Jun 25 2019
Adil Rashid ,New Zealand,16,12,1,0,133.33,Chester-le-Street,Jul 3 2019
Adil Rashid ,Sri Lanka,1,2,0,0,50.00,Leeds,Jun 21 2019
Adil Rashid ,Pakistan,3,4,0,0,75.00,Nottingham,Jun 3 2019
