name,oppName,runs,balls,four,six,sr,venue,date
Mark Wood ,New Zealand,0,0,0,0,-,Lord's,Jul 14 2019
name,oppName,runs,balls,four,six,sr,venue,date
Mark Wood ,Australia,1,2,0,0,50.00,Lord's,Jun 25 2019
Mark Wood ,Sri Lanka,0,4,0,0,0.00,Leeds,Jun 21 2019
Mark Wood ,Pakistan,10,6,2,0,166.66,Nottingham,Jun 3 2019
