name,oppName,runs,balls,four,six,sr,venue,date
James Vince ,Australia,0,2,0,0,0.00,Lord's,Jun 25 2019
James Vince ,Afghanistan,26,31,3,0,83.87,Manchester,Jun 18 2019
James Vince ,Sri Lanka,14,18,2,0,77.77,Leeds,Jun 21 2019
