name,oppName,runs,balls,four,six,sr,venue,date
Jason Roy ,India,66,57,7,2,115.78,Birmingham,Jun 30 2019
Jason Roy ,New Zealand,17,20,3,0,85.00,Lord's,Jul 14 2019
Jason Roy ,New Zealand,60,61,8,0,98.36,Chester-le-Street,Jul 3 2019
Jason Roy ,Australia,85,65,9,5,130.76,Birmingham,Jul 11 2019
Jason Roy ,Pakistan,8,7,2,0,114.28,Nottingham,Jun 3 2019
Jason Roy ,Bangladesh,153,121,14,5,126.44,Cardiff,Jun 8 2019
Jason Roy ,South Africa,54,53,8,0,101.88,The Oval,May 30 2019
