name,oppName,runs,balls,four,six,sr,venue,date
Jean-Paul Duminy ,India,3,11,0,0,27.27,Southampton,Jun 5 2019
name,oppName,runs,balls,four,six,sr,venue,date
Jean-Paul Duminy ,Australia,14,13,1,0,107.69,Manchester,Jul 6 2019
Jean-Paul Duminy ,Bangladesh,45,37,4,0,121.62,The Oval,Jun 2 2019
Jean-Paul Duminy ,England,8,11,1,0,72.72,The Oval,May 30 2019
