name,oppName,runs,balls,four,six,sr,venue,date
Jason Behrendorff ,South Africa,11,6,0,0,183.33,Manchester,Jul 6 2019
Jason Behrendorff ,England,1,4,0,0,25.00,Birmingham,Jul 11 2019
Jason Behrendorff ,New Zealand,0,1,0,0,0.00,Lord's,Jun 29 2019
