name,oppName,runs,balls,four,six,sr,venue,date
Oshane Thomas ,New Zealand,0,4,0,0,0.00,Manchester,Jun 22 2019
Oshane Thomas ,India,6,11,1,0,54.54,Manchester,Jun 27 2019
Oshane Thomas ,England,0,11,0,0,0.00,Southampton,Jun 14 2019
Oshane Thomas ,Australia,0,4,0,0,0.00,Nottingham,Jun 6 2019
Oshane Thomas ,Bangladesh,6,11,0,0,54.54,Taunton,Jun 17 2019
Oshane Thomas ,Sri Lanka,1,6,0,0,16.66,Chester-le-Street,Jul 1 2019
