name,oppName,runs,balls,four,six,sr,venue,date
Kemar Roach ,New Zealand,14,31,0,1,45.16,Manchester,Jun 22 2019
Kemar Roach ,India,14,21,3,0,66.66,Manchester,Jun 27 2019
