name,oppName,runs,balls,four,six,sr,venue,date
Sheldon Cottrell ,New Zealand,15,26,2,0,57.69,Manchester,Jun 22 2019
Sheldon Cottrell ,India,10,8,1,1,125.00,Manchester,Jun 27 2019
Sheldon Cottrell ,England,0,1,0,0,0.00,Southampton,Jun 14 2019
Sheldon Cottrell ,Australia,1,2,0,0,50.00,Nottingham,Jun 6 2019
Sheldon Cottrell ,Sri Lanka,7,10,0,0,70.00,Chester-le-Street,Jul 1 2019
