name,oppName,runs,balls,four,six,sr,venue,date
Andre Russell ,England,21,16,1,2,131.25,Southampton,Jun 14 2019
Andre Russell ,Australia,15,11,2,1,136.36,Nottingham,Jun 6 2019
Andre Russell ,Bangladesh,0,2,0,0,0.00,Taunton,Jun 17 2019
