name,oppName,runs,balls,four,six,sr,venue,date
Darren Bravo ,Bangladesh,19,15,0,2,126.66,Taunton,Jun 17 2019
Darren Bravo ,Pakistan,0,4,0,0,0.00,Nottingham,May 31 2019
