name,oppName,runs,balls,four,six,sr,venue,date
Dinesh Karthik ,Bangladesh,8,9,1,0,88.88,Birmingham,Jul 2 2019
Dinesh Karthik ,New Zealand,6,25,1,0,24.00,Manchester,Jul 9 - 10 2019
