name,oppName,runs,balls,four,six,sr,venue,date
Shikhar Dhawan ,South Africa,8,12,1,0,66.66,Southampton,Jun 5 2019
Shikhar Dhawan ,Australia,117,109,16,0,107.33,The Oval,Jun 9 2019
