name,oppName,runs,balls,four,six,sr,venue,date
Suranga Lakmal ,South Africa,5,7,0,0,71.42,Chester-le-Street,Jun 28 2019
Suranga Lakmal ,New Zealand,7,13,1,0,53.84,Cardiff,Jun 1 2019
Suranga Lakmal ,Afghanistan,15,13,2,0,115.38,Cardiff,Jun 4 2019
