name,oppName,runs,balls,four,six,sr,venue,date
Avishka Fernando ,South Africa,30,29,4,0,103.44,Chester-le-Street,Jun 28 2019
Avishka Fernando ,England,49,39,6,2,125.64,Leeds,Jun 21 2019
Avishka Fernando ,West Indies,104,103,9,2,100.97,Chester-le-Street,Jul 1 2019
Avishka Fernando ,India,20,21,4,0,95.23,Leeds,Jul 6 2019
