name,oppName,runs,balls,four,six,sr,venue,date
Lasith Malinga ,South Africa,4,2,1,0,200.00,Chester-le-Street,Jun 28 2019
Lasith Malinga ,New Zealand,1,2,0,0,50.00,Cardiff,Jun 1 2019
Lasith Malinga ,England,1,5,0,0,20.00,Leeds,Jun 21 2019
Lasith Malinga ,Australia,1,5,0,0,20.00,The Oval,Jun 15 2019
Lasith Malinga ,Afghanistan,4,14,1,0,28.57,Cardiff,Jun 4 2019
