name,oppName,runs,balls,four,six,sr,venue,date
Kusal Mendis ,South Africa,23,51,2,0,45.09,Chester-le-Street,Jun 28 2019
Kusal Mendis ,New Zealand,0,1,0,0,0.00,Cardiff,Jun 1 2019
Kusal Mendis ,England,46,68,2,0,67.64,Leeds,Jun 21 2019
Kusal Mendis ,Australia,30,37,0,2,81.08,The Oval,Jun 15 2019
Kusal Mendis ,West Indies,39,41,4,0,95.12,Chester-le-Street,Jul 1 2019
Kusal Mendis ,India,3,13,0,0,23.07,Leeds,Jul 6 2019
Kusal Mendis ,Afghanistan,2,2,0,0,100.00,Cardiff,Jun 4 2019
