name,oppName,runs,balls,four,six,sr,venue,date
Nuwan Pradeep ,England,1,1,0,0,100.00,Leeds,Jun 21 2019
name,oppName,runs,balls,four,six,sr,venue,date
Nuwan Pradeep ,Australia,0,7,0,0,0.00,The Oval,Jun 15 2019
Nuwan Pradeep ,Afghanistan,0,4,0,0,0.00,Cardiff,Jun 4 2019
